model,file_path,domain,cer,wer,first_partial_latency_s,first_final_latency_s,finalization_latency_s,total_latency_s,audio_duration_s,rtf,num_partial_results,num_final_results,ref,hyp
openai_4o_streaming,/celebrity_interview/interview_maasranga_13_d_101.wav,celebrity_interview,0.5,1.0,2.637,2.883,3.98,5.15,1.17,4.4016,11,1,কতটুকু আমি যোগ্য,কথা টুকু আমি চুকু.
openai_4o_streaming,/celebrity_interview/interview_maasranga_13_d_57.wav,celebrity_interview,0.0,0.0,3.241,3.511,4.188,5.784,1.596,3.6243,9,1,অভিনয় যেহেতু আমার,অভিনয় যেহেতু আমার
openai_4o_streaming,/celebrity_interview/interview_maasranga_14_d_2.wav,celebrity_interview,0.09615384615384616,0.2777777777777778,7.881,8.57,4.474,10.859,6.385,1.7008,40,1,ঐক্যফ্রন্ট গঠিত হওয়ার পর ২০ দলীয় জোটের কার্যকারিতা কমে গেছে বলে মনে করেছেন ২০ দলীয় জোটের অন্য নেতারাও,কয়কফ্রন্ট গঠিত হওয়ার পর বিশদলীয় জোটের কার্যকারিতা কমে গেছে বলে মনে করেছেন বিশদলীয় জোটের অন্য নেতারাও।
openai_4o_streaming,/celebrity_interview/interview_maasranga_11_d_35.wav,celebrity_interview,0.03125,0.2,3.401,3.69,4.152,5.971,1.819,3.2826,8,1,তারা আসলে বাংলাদেশের সঙ্গে থাকেন,তার আসলে বাংলাদেশের সঙ্গে থাকেন?
openai_4o_streaming,/celebrity_interview/interview_maasranga_10_d_91.wav,celebrity_interview,0.0,0.0,4.591,4.879,4.099,7.156,3.057,2.3408,12,1,আপনি ২০২০ থেকে ২০২১ সালের জন্য,আপনি ২০২০ থেকে ২০২১ সালের জন্য।
openai_4o_streaming,/celebrity_interview/interview_maasranga_12_d_72.wav,celebrity_interview,0.3235294117647059,0.4,4.045,4.364,4.265,6.645,2.38,2.7919,12,1,একদম নতুন একটা এক্সপেরিএন্স যেহেতু,একদম নতুন একটা এক্সপিরিয়েন্স.
openai_4o_streaming,/celebrity_interview/interview_maasranga_10_d_129.wav,celebrity_interview,0.0,0.0,4.383,4.749,4.66,7.013,2.353,2.9806,13,1,বইমেলা আসলে মানে দর্শক অনেক বেশি,বইমেলা আসলে মানে দর্শক অনেক বেশি।
openai_4o_streaming,/celebrity_interview/interview_maasranga_10_d_63.wav,celebrity_interview,0.6938775510204082,0.875,3.971,4.239,4.119,6.518,2.399,2.7171,9,1,আবার আপনি প্রয়োজক এখানে আবার নাট্যকারও আছে এখানে,আমরা আটকে রয়েছি এখানে।
openai_4o_streaming,/celebrity_interview/interview_maasranga_13_d_73.wav,celebrity_interview,0.0,0.0,3.081,3.358,4.027,5.633,1.606,3.5077,6,1,সেটিও মানুষের কাছে,সেটিও মানুষের কাছে।
openai_4o_streaming,/celebrity_interview/interview_maasranga_13_d_38.wav,celebrity_interview,0.014234875444839857,0.08333333333333333,18.824,19.796,5.038,22.161,17.123,1.2942,88,1,এই মঞ্চ প্রসঙ্গে আর একটা কথা মনে হচ্ছে যেহেতু আপনি বলছিলেন যে আপনি নিয়মিতই একটি নাটক অলরেডি মঞ্চস্থ হচ্ছে এবং সেটাতে আপনি অংশগ্রহণ করেন অনেক শিল্পী আছে ব্যস্ততার কারণে কিন্তু মঞ্চে সময় দিতে পারেন না কিন্তু মঞ্চের প্রতি আপনার কমিটমেন্টের জায়গাটা অনেক স্ট্রং সেটা কি করে সম্ভব হয়,"এই মঞ্চ প্রসঙ্গে আরেকটা কথা মনে হচ্ছে যেহেতু আপনি বলছিলেন যে আপনি নিয়মিতই একটা নাটক অলরেডি মঞ্চস্থ হচ্ছে এবং সেটাতে আপনি অংশগ্রহণ করেন। অনেক শিল্পী আছে ব্যস্ততার কারণে কিন্তু মঞ্চে সময় দিতে পারেন না। কিন্তু মঞ্চের প্রতি আপনার কমিটমেন্টের জায়গাটা অনেক স্ট্রং, সেটা কী করে সম্ভব হয়?"
openai_4o_streaming,/celebrity_interview/interview_maasranga_11_d_51.wav,celebrity_interview,0.015503875968992248,0.1,11.517,12.158,4.82,14.429,9.609,1.5016,45,1,নুপুর পরে শাড়ি পরে বৈশাখী মেলাতে যাচ্ছে তো সেই ব্যাপারগুলো বাংলাদেশের মানুষজনকে জানানোর জন্যেই মূলত পক্ষে আমি আমার নাটকের পটভূমি,"নূপুর পরে, শাড়ি পরে বৈশাখী মেলাতে যাচ্ছে। তো সেই ব্যাপারগুলো বাংলাদেশের মানুষজনকে জানানোর জন্যই মূলত পক্ষে আমি আমার নাটকের পটভূমি"
openai_4o_streaming,/celebrity_interview/interview_maasranga_11_d_71.wav,celebrity_interview,0.0,0.0,4.97,5.374,4.29,7.647,3.357,2.2778,12,1,এবং আমাদের আশা আছে যে এটি আমরা সামনে আরও,এবং আমাদের আশা আছে যে এটি আমরা সামনে আরও।
openai_4o_streaming,/celebrity_interview/interview_maasranga_10_d_139.wav,celebrity_interview,0.07692307692307693,0.5,2.701,2.96,4.051,5.241,1.19,4.4038,7,1,বা ই বুক পড়ে,বা ইবুক পড়ে।
openai_4o_streaming,/celebrity_interview/interview_maasranga_12_d_61.wav,celebrity_interview,0.0,0.0,3.583,3.885,4.19,6.161,1.971,3.1256,9,1,এটার গুরুত্ব তো আমার কাছে অনেক বেশি,এটার গুরুত্ব তো আমার কাছে অনেক বেশি।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_6.wav,class_lecture,0.0,0.0,2.504,2.771,3.996,5.043,1.047,4.817,6,1,তোমার কাজ হচ্ছে,তোমার কাজ হচ্ছে?
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_104.wav,class_lecture,0.1,0.3333333333333333,2.55,2.794,4.151,5.065,0.914,5.5418,5,1,এটা হবে এফ,এটা হবে এ।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_141.wav,class_lecture,0.4666666666666667,1.0,2.437,2.704,4.243,4.982,0.739,6.7412,6,1,স্ক্র হাতে নিবা,প্রোতেনিবা?
openai_4o_streaming,/class_lecture/class_onnorokom_107_d_22.wav,class_lecture,0.12195121951219512,0.38461538461538464,10.057,10.723,8.194,13.004,4.81,2.7035,29,1,আঃ ম্যাক্সিমাম টাইম স্টুডেন্ট দের মধ্যে ছাত্র ছাত্রীদের মধ্যে একটা কনফিউশন কাজ করে,"ম্যাক্সিমাম টাইম স্টুডেন্টদের মধ্যে, ছাত্তসাথীদের মধ্যে একটা কনফিউশন কাজ করে."
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_191.wav,class_lecture,0.22727272727272727,0.75,2.771,3.091,4.043,5.37,1.327,4.047,9,1,এইবার স্ক্র ঘুরাতে হবে,এবার স্টু ঘরাতে হবে?
openai_4o_streaming,/class_lecture/class_onnorokom_108_d_18.wav,class_lecture,0.0989010989010989,0.3333333333333333,7.507,8.05,4.459,10.326,5.867,1.76,33,1,সাইন্স এর বিভিন্ন এক্সপেরিমেন্ট করা যায় যেটার মাধ্যমে সাইন্স শেখাটা অনেক এনজয় ফুল সহজ হয়,"সায়েন্সের বিভিন্ন এক্সপেরিমেন্ট করা যায়, যেটার মাধ্যমে সায়েন্স শেখাটা অনেক এনজয়ফুল, সহজ হয়।"
openai_4o_streaming,/class_lecture/class_onnorokom_108_d_21.wav,class_lecture,0.23809523809523808,0.5,4.404,4.755,4.469,7.034,2.565,2.7425,16,1,তো তাদেরকে তোমরা এই গিফটটা চাইলে দিতে পারো,তাদেরকে তোমার এই গিফ্টটা চালিয়ে দিতে পারো।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_183.wav,class_lecture,0.3888888888888889,1.0,2.313,2.552,3.947,4.831,0.884,5.4645,9,1,এভাবে স্ক্র ঘুরালে,এবাবে স্টুডিওরালে।
openai_4o_streaming,/class_lecture/class_onnorokom_107_d_43.wav,class_lecture,0.1111111111111111,0.4,8.76,9.334,4.61,11.617,7.007,1.6579,39,1,খেলার কর কথাটা তারপরে আমি বুঝায় আদি বেগ মানে গণনার শুরুতে বেগ আর শেষ বেগ মানে হচ্ছে গণনার শেষে বেগ,"খেয়াল করো কথাটা, তারপর আমি বুঝাই। আদিবেগ মানে গণনার শুরুর বেগ আর শেষ বেগ মানে হচ্ছে গণনার শেষের বেগ।"
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_129.wav,class_lecture,0.3333333333333333,0.25,2.468,2.744,4.057,5.019,0.962,5.2177,4,1,কাজেই এটা এখন আমরা,এটা এখন আমরা
openai_4o_streaming,/class_lecture/class_onnorokom_107_d_37.wav,class_lecture,0.17777777777777778,0.3333333333333333,4.364,4.766,4.12,7.045,2.925,2.4084,19,1,তাহলে যাত্রার শেষের বেগকে তুমি যদি বল শেষ বেগ,"তাহলে যাত্রা শেষের ব্যাখ্যে তুমি যদি বলো শেষ বেগ,"
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_204.wav,class_lecture,0.1111111111111111,0.5,2.156,2.383,3.94,4.659,0.719,6.4798,3,1,এইটার মান,এটার মান
openai_4o_streaming,/class_lecture/class_onnorokom_106_d_22.wav,class_lecture,0.05263157894736842,0.5,2.737,2.953,4.089,5.224,1.135,4.6028,7,1,সব সময় নিচেই পড়বে,সবসময় নিচেই পড়বে।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_52.wav,class_lecture,0.6111111111111112,0.7142857142857143,3.31,3.616,4.088,5.884,1.796,3.2762,7,1,সাথে আরেকটা কোশ্চেন আমি যদি করি এরকম,সাথে আরেকটা প্রশ্ন।
openai_4o_streaming,/class_lecture/class_onnorokom_107_d_44.wav,class_lecture,0.0,0.0,3.49,3.794,4.147,6.07,1.923,3.1564,10,1,এখন গণনা শুরু আর গণনা শেষ,এখন গণনা শুরু আর গণনা শেষ।
openai_4o_streaming,/class_lecture/class_onnorokom_107_d_6.wav,class_lecture,0.03614457831325301,0.23076923076923078,6.009,6.444,4.271,8.713,4.442,1.9614,26,1,দ্বিতীয় ক্ষেত্রে এই ফরমুলা এইভাবে এই ফরমুলা ব্যবহার না করে দ্বিতীয় ক্ষেত্রে বলেছে,"দ্বিতীয় ক্ষেত্রে এই ফর্মুলা এইভাবে এই ফর্মুলা ব্যবহার না করে দ্বিতীয় ক্ষেত্রে বলছে,"
openai_4o_streaming,/class_lecture/class_onnorokom_101_d_15.wav,class_lecture,0.3302752293577982,0.45,11.197,11.687,4.475,13.971,9.496,1.4712,31,1,আ তিনের পাঁচ তিন দশমিক পাঁচ এই অঙ্কটা দেখাব এটার পেজ নাম্বার হচ্ছে থার্টি নাইন প্রশ্ন হচ্ছে স্থির অবস্থা থেকে,"তিন দশমিক পাঁচ এই অঙ্কটা দেখাবো। এটা পেজ নাম্বার ৩৯। প্রশ্ন হলো, স্থির অবস্থা থেকে"
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_80.wav,class_lecture,0.021739130434782608,0.1111111111111111,4.132,4.5,4.349,6.765,2.416,2.7999,18,1,গুণন করে আমরা থার্ড ভেক্টরের কিছু একটা মান পাই,গুণন করে আমরা থার্ড ভেক্টরের কিছু একটা মান পা।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_74.wav,class_lecture,0.12121212121212122,0.3333333333333333,3.368,3.688,4.287,5.967,1.68,3.5517,13,1,সেই গুণনকে বলেছি আমরা ভেক্টর গুণন,সেই গণকে বলেছি আমরা ভেক্টর গণ।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_64.wav,class_lecture,0.028985507246376812,0.14285714285714285,5.374,5.998,4.677,8.271,3.594,2.3012,29,1,যে দুইটা ভেক্টর দেওয়া থাকবে ওদের ডট গুণন করে যদি তুমি জিরো পেয়ে যাও,"যে দুটা ভেক্টর দেওয়া থাকবে ওদের ডট গুনন করে যদি তুমি জিরো পেয়ে যাও,"
openai_4o_streaming,/class_lecture/class_onnorokom_107_d_61.wav,class_lecture,0.14814814814814814,0.4,3.706,4.053,4.093,6.328,2.235,2.8312,9,1,সেকেন্ড যে গগনা করতে যাচ্ছে,সেকেন্ড গণনা করতে যাচ্ছে।
openai_4o_streaming,/class_lecture/class_onnorokom_101_d_14.wav,class_lecture,0.14457831325301204,0.3125,6.857,7.288,4.314,9.563,5.249,1.8219,21,1,প্রথম এর আগের টার ক্ষেত্রে আমরা ভি কে ভ্যানিস করে দিয়েছি আর এই বারের ক্ষেত্রে আমরা,"এর আগের ক্ষেত্রে আমরা ভিকে ভ্যানিশ করে দিয়েছি, আর এই বারের ক্ষেত্রে আমরা।"
openai_4o_streaming,/class_lecture/class_onnorokom_101_d_13.wav,class_lecture,0.1,1.0,2.99,3.226,4.443,5.505,1.062,5.1839,4,1,শুধু মাত্র,শুধুমাত্র
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_70.wav,class_lecture,0.13157894736842105,0.2857142857142857,3.58,3.868,4.021,6.135,2.114,2.9021,10,1,এটার সংজ্ঞা ইতিমধ্যে দেখা হয়ে গেছে যে,এটা সঙ্গে ইতিমধ্যে দেখা হয়ে গেছে যে
openai_4o_streaming,/class_lecture/class_onnorokom_101_d_46.wav,class_lecture,0.0,0.0,3.414,3.689,4.148,5.953,1.805,3.2979,8,1,যখন বস্তু এখানে আসছে,যখন বস্তু এখানে আসছে.
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_148.wav,class_lecture,0.391304347826087,0.75,2.751,3.034,4.045,5.314,1.269,4.1879,8,1,তাহলে এইটাকে এমনভাবে রা,এটাকে এমনভাবে রাখি.
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_130.wav,class_lecture,0.08695652173913043,0.3,4.761,5.132,4.19,7.405,3.215,2.3032,22,1,বা শিখব যে দুইটা ভেক্টরকে যখন আমরা ডট গুণন করব,"বাসিকব, যে দুইটা ভেক্টরকে যখন আমরা ডট গুণন করবো,"
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_128.wav,class_lecture,0.5263157894736842,0.6666666666666666,2.539,2.827,4.18,5.097,0.917,5.5589,7,1,এগুলো কিন্তু বারবার,ওরা কিন্তু বারবার লাগে।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_124.wav,class_lecture,0.5,0.5,2.276,2.573,4.06,4.844,0.784,6.1782,8,1,ভেক্টরের দিক,ভেক্টরের দৈর্ঘ্য.
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_55.wav,class_lecture,0.16,0.5,2.973,3.379,4.234,5.643,1.409,4.0051,9,1,মধ্যবর্তী কোনকে থিটা ধরবা,মধ্যবর্তী কোনটিটা ধরবা?
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_125.wav,class_lecture,0.14285714285714285,0.6666666666666666,2.826,3.13,4.253,5.398,1.145,4.7143,11,1,এইটাও খুবই ইম্পরটেন্ট,এটা খুবই ইম্পর্টেন্ট.
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_120.wav,class_lecture,0.631578947368421,0.6666666666666666,2.495,2.723,4.066,5.004,0.938,5.3343,3,1,বুঝলেই চলবে বিভিন্ন,বিভিন্ন
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_98.wav,class_lecture,0.12,0.5,2.866,3.267,4.12,5.541,1.421,3.8992,8,1,এর ওপর যদি আমি বল প্রয়োগ,এরপর যদি আমি বল প্রয়ো।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_36.wav,class_lecture,0.16666666666666666,0.75,3.07,3.421,4.2,5.708,1.508,3.7854,9,1,তারপরে একইভাবে বি ভেক্টর,তাপরে একইভাবে বিভেক্ত।
openai_4o_streaming,/class_lecture/class_onnorokom_106_d_17.wav,class_lecture,0.020833333333333332,0.1111111111111111,9.382,10.093,4.544,12.385,7.841,1.5796,33,1,এখন তোমাদের জীবনের জন্য এটা খুব বড় ধরনের একটা মুহূর্ত কেন কারন এখন আমরা যে জিনিসটা পড়তে যাচ্ছি,"এখন তোমাদের জীবনের জন্য এটা খুব বড় ধরনের একটা মুহূর্ত। কেনো? কারণ এখন আমরা যে জিনিসটা পড়তে যাচ্ছি,"
openai_4o_streaming,/class_lecture/class_onnorokom_101_d_7.wav,class_lecture,0.7303030303030303,0.7887323943661971,11.975,12.502,3.512,22.78,19.268,1.1823,37,1,তাহলে এইবার কাকে ভ্যানিশ করতে হবে  হ্যাঁ টি কে ভ্যানিশ করতে হবে টি কে ভ্যানিশ করব কি দিয়ে ওই যে আমাদের জানা যে ২ টা ফরমুলা ওইটাই তো মানে বেসিক যে ২ টা ছিল ভি মাইনাস ইউ বাই টি এখান থেকেই আমরা লিখে ছিলাম ভি ইকুয়ালস ইউ প্লাস এ টি এবং ওখান থেকে ভি এর মান বসিয়ে দিয়েছিলাম এইবার এই সমীকরণ থেকেই বসাবো বাট এইবার ভি এর মান না কিসের মান,"এবার কাকে ভ্যানিশ করতে হবে? t কে ভ্যানিশ করতে হবে। আমাদের জানা যে দুটো ফর্মুলা, ভি মাইনাস উ বাই টি।"
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_24.wav,class_lecture,0.41935483870967744,0.6666666666666666,2.615,2.876,4.009,5.149,1.14,4.5166,8,1,হিসাবে ভুল করলে ওগুলা তোমরা চেক,কীভাবে ভুল করলে ওগুলো?
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_20.wav,class_lecture,0.6666666666666666,1.0,2.744,2.983,3.981,5.249,1.268,4.1394,6,1,তাহলে এইটা হিসেব করে যা আসে,এটি দেখা করা যায়।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_169.wav,class_lecture,0.0967741935483871,0.16666666666666666,3.189,3.516,4.006,5.789,1.783,3.2466,12,1,তাহলে ওই স্ক্রটা এখানে রাখার পর,"তাহলে ওই স্কুটার এখানে রাখার পর,"
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_77.wav,class_lecture,0.5666666666666667,0.6666666666666666,3.037,3.348,4.186,5.63,1.444,3.8992,10,1,একক ভেক্টর যেটা সেটাকে ধর আমরা,একজন ভেক্টর যেটা।
openai_4o_streaming,/class_lecture/class_onnorokom_101_d_33.wav,class_lecture,0.6802325581395349,0.7432432432432432,9.772,10.416,11.289,35.396,24.107,1.4683,42,1,এখন প্রথম অংশের জন্য হিসাবটা আগে কমপ্লিট করি আমি দূরত্বের নাম দিয়ে দেই এস ওয়ান এটা কে এস ওয়ান নাম দিলাম এই যে এটা ১০০০ কিলো ১০০০ মিটার আর পরের যে দূরত্ব এটাকে আমি এস টু নাম দিলাম এটাও এক হাজার মিটার এখন দেখ এস ওয়ান এর জন্য আমরা কি ফর্মুলা লিখতে পারি দেখো আমি এটা লিখতে পারি কি না ইউ টি প্লাস হাফ এ টি স্কয়ারড এটাকে টি না দিয়ে টি ওয়ান দেই,"এখন প্রথম অংশের জন্য হিসাবটা আগে কমপ্লিট করি। আমি দূরত্বের নাম দিয়ে দিলাম S₁, এটাকে S₁ নাম দিলাম, এটা এক হাজার মিটার।"
openai_4o_streaming,/class_lecture/class_onnorokom_106_d_20.wav,class_lecture,0.09302325581395349,0.2564102564102564,15.556,16.568,5.214,18.853,13.639,1.3823,78,1,প্রথম কথা আমি কোন ভাবেই ট্মাস আল্ভা এডিসনকে ছোট বিজ্ঞানী বলছি না উনি অনেক বড় বিজ্ঞানী কিন্তু নিউটন স্যার আইজাক নিউটন উনার নামের আগে আমরা স্যার বলি উনাকে সম্মান দেখানোর জন্য স্যার আইজাক নিউটন উনি কেন এত বড় বিজ্ঞানী,"প্রথম কথা, আমি কোনওভাবেই টমাস আলভা এডিসনকে ছোটো বিজ্ঞানী বলছি না, উনি অনেক বড় বিজ্ঞানী। কিন্তু স্যার আইজ্যাক নিউটন, তাঁর নামের আগে আমরা স্যার বলি তাঁকে সম্মান দেখানোর জন্য। স্যার আইজ্যাক নিউটন, উনি কেন এত বড় বিজ্ঞানী?"
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_11.wav,class_lecture,0.42857142857142855,0.5,3.484,4.088,4.424,6.367,1.943,3.2768,8,1,আমরা একটু আগে শিখলাম এ এক্স বি এক্স,আমরা একটু আগে শিখলাম।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_46.wav,class_lecture,0.25,0.6666666666666666,2.765,3.039,4.034,5.311,1.277,4.1591,8,1,বি এর যে মান এখানে বসাবে,বিরজমান এখানে বসাবে?
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_107.wav,class_lecture,0.12195121951219512,0.375,4.596,4.978,4.834,7.263,2.429,2.9903,18,1,এই বস্তুর উপর যদি আমি কোনাকুনি ধাক্কা দেই,"এই বস্তুটির উপরে যদি আমরা কোনাকুনি ধাক্কা দেই,"
openai_4o_streaming,/class_lecture/class_onnorokom_106_d_28.wav,class_lecture,0.15555555555555556,0.42857142857142855,4.628,5.04,4.155,7.306,3.151,2.3185,14,1,পৃথিবীতে গতি সংক্রান্ত যতসব ব্যাপার হয় নরমাল,"পৃথিবীতে গতি সংক্রান্ত যত সব ব্যাপার হয়,"
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_2.wav,class_lecture,0.1016949152542373,0.5833333333333334,4.083,4.526,4.109,6.798,2.689,2.5281,25,1,এই যে ফরমুলা দুইটা শিখলাম এই দুইটা ব্যবহার করে একটা অংক করব,"এই যে ফর্মুলা দু'টা শিখলাম, এই দু'টা ব্যবহার করে একটা অঙ্ক করবো।"
openai_4o_streaming,/class_lecture/class_onnorokom_108_d_25.wav,class_lecture,0.16666666666666666,0.3076923076923077,5.659,6.048,4.228,8.335,4.107,2.0293,22,1,এবং তখন যখন সে অনেক সফল হবে সে একটা হইত ইন্টারভিউ দিবে কোথাও,"এবং তখন যখন সে অনেক সফল হবে, সে তখন ইন্টারভিউও দেবে কোথাও।"
openai_4o_streaming,/class_lecture/class_onnorokom_107_d_65.wav,class_lecture,0.05747126436781609,0.35294117647058826,7.28,7.88,4.581,10.15,5.569,1.8226,32,1,শেষ বেগও হতে পারে কিভাবে এতটুকু গণনা করলে এটা শেষ বেগ আবার এতটুকু গণনা করলে কিন্তু এইটা,"শেষবেগ হতে পারে। কীভাবে? এতটুকু গণনা করলে এটা শেষবেগ, আবার এতটুকু গণনা করলে কিন্তু এটা।"
openai_4o_streaming,/class_lecture/class_onnorokom_101_d_18.wav,class_lecture,0.26732673267326734,0.5294117647058824,7.237,7.685,4.305,9.99,5.685,1.7572,30,1,সুষম ত্বরণ বলেছে ভালো হয়েছে আদার ওয়াইজ এই ফর্মুলাগুলো আমরা ব্যবহার করতে পারতাম না তাহলে সুষম ত্বরণে,"সুসমতরণ বলেছে ভালো হয়ে গেছে, আদারওয়াইজ এই ফরমুলাগুলো আমরা ব্যবহার করতে পারতাম না।"
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_82.wav,class_lecture,0.3076923076923077,0.5,2.268,2.613,4.18,4.896,0.716,6.8382,8,1,বিজ্ঞানীরা এই,বিজ্ঞানীরা এইজন্য।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_146.wav,class_lecture,0.4375,0.6666666666666666,2.283,2.543,3.989,4.824,0.835,5.7768,5,1,তাহলে এরা এইভাবে,এটা এইভাবে.
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_185.wav,class_lecture,0.26666666666666666,0.6666666666666666,2.39,2.699,4.045,4.987,0.942,5.2936,7,1,যে ভেক্টর থাকবে,ডিরেক্টর থাকবে.
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_92.wav,class_lecture,0.15151515151515152,0.5714285714285714,3.159,3.598,4.15,5.873,1.723,3.4087,16,1,এই বল প্রয়োগ করলেই যে বস্তু করবে,এটি বলপ্রয়োগ করলেই যে বস্তু ঘুরবে?
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_153.wav,class_lecture,0.043478260869565216,0.2,2.8,3.072,4.133,5.342,1.209,4.4186,9,1,এভাবে যদি রাখ এখান থেকে,এভাবে যদি রাখো এখান থেকে।
openai_4o_streaming,/class_lecture/class_onnorokom_107_d_9.wav,class_lecture,0.712707182320442,0.7567567567567568,7.66,8.184,3.473,15.41,11.937,1.2909,30,1,তোমরা সেটাও দেখে নিতে পারো বইতে করা আছে এইভাবে এস ইকুয়াল টু ইউ প্লাস ভি বাই টু ইনটু টি অ্যা এইটা ব্যবহার করার পিছনে  অ্যা একটা যুক্তি হতে পারে যে আমার দরকার হচ্ছে এই বেগটা শেষ বেগটা,"তোমরা সেটাও দেখে নিতে পারো, বইতে করা আছে এইভাবে: s = (u + v) / 2 × t."
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_39.wav,class_lecture,0.07692307692307693,0.5,2.251,2.489,3.971,4.764,0.793,6.0077,7,1,ওয়ান স্কয়ার,ওয়ান স্কোয়ার।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_102.wav,class_lecture,0.35,0.4,2.903,3.201,4.635,5.62,0.985,5.7054,6,1,তাহলে এটা যদি এফ হয়,"এটা যদি এ হয়,"
openai_4o_streaming,/class_lecture/class_onnorokom_107_d_35.wav,class_lecture,0.030303030303030304,0.2727272727272727,5.33,5.784,4.343,8.054,3.711,2.1704,30,1,আঃ এরপর আমি দৌড়ালাম দৌড়ালাম দৌড়াতে দৌড়াতে যাত্রা আমি শেষ করলাম,আর এর পর আমি দৌড়ালাম দৌড়ালাম দৌড়াতে দৌড়াতে যাত্রা আমি শেষ করলাম।
openai_4o_streaming,/class_lecture/class_onnorokom_101_d_44.wav,class_lecture,0.8361774744027304,0.890625,8.994,9.494,11.431,38.181,26.75,1.4273,29,1,ডিভাইডেড বাই ২৪০ এর ক্সয়ার ইন্টু টি ওয়ান ছিলো এই টাইমটা টি ওয়ান ছিলো ২৪০ ২৪০ ২৪০ এর ক্সয়ার ভাগ করলে নিচে ২৪০ এটা দিয়ে এটাকে ভাগ করো এটা এটা  কাটাকাটি যাবে নিচে বারো উপরে ১০০ আ চার দিয়ে ভাগ করলে ৫০ বাই ৬ মানে যা হোক তোমরা ভাগ করে নিও আরকি কত হয় যেটা হয় হবে ভাগ করলে যা আসে এইটা হচ্ছে বেগ,"ডিভাইডেড বাই ২৪০ এর স্কোয়ার, T1 ছিল এই টাইমটা, T1 ছিল ২৪০।"
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_194.wav,class_lecture,0.46153846153846156,0.8571428571428571,3.534,3.868,4.909,6.146,1.237,4.9683,9,1,তাহলে বি এর থেকে এ এর দিকে,তালেবি থেকে এড়িয়ে।
openai_4o_streaming,/class_lecture/class_onnorokom_107_d_7.wav,class_lecture,0.36454849498327757,0.582089552238806,20.762,21.871,4.146,24.143,19.997,1.2073,89,1,তাহলে এখানে আসে এস ইকুয়াল টু ইউ টি তুমি বলবা ভাইয়া সমবেগে গেলে আমরা মাত্র দেখলাম এস ইকুয়াল টু ভি টি আপনি লিখলেন এস ইকুয়াল টু ইউ টি আমি বলব ইউ টি ভি টি এক্ষেত্রে একই কথা কারণ যেহেতু ত্বরণ শূন্য কাজেই আদিবেগ যে কথা শেষবেগ ও এক ই কথা ইউ ভি এক ই কথা সো আমি চাইলে এস ইকুয়াল টু ভি টি ও লিখে দিতে পারি,"তাহলে এখানে আসছে s=ut। তুমি বলবা ভাইয়া সময় গেলে আমরা মাত্র দেখলাম s=vt, আপনি লিখলেন s=ut। আমি বলবো ut, vt একথাতে একি কথা। কারণ যেহেতু ত্বরণ শুন্য, কাজেই আদিবেগ যে কথা শেষ বেগে একি কথা, uv একি কথা, আমি চাইলে s=vt ও লিখে দিতে পারি।"
openai_4o_streaming,/class_lecture/class_onnorokom_101_d_39.wav,class_lecture,0.13636363636363635,0.25,2.788,3.045,3.973,5.317,1.344,3.956,9,1,ত্বরণ আমরা পেয়ে গেলাম,তরুণ আমরা পেয়ে গেলাম।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_131.wav,class_lecture,0.29411764705882354,0.5,2.679,2.975,4.052,5.246,1.194,4.3939,8,1,সরি ক্রস গুণন করব,ক্রস গুণন করবো?
